File name,Keywords,Description,Date Created,Location,State,Country,Copyright,Creator,Usage terms,Credit,XMP Lat,XMP Long
CB01.jpg,"breccia pipes and collapse structures, Central Grand Canyon","View north from Esplanade Sandstone at Forster Canyon breccia pipe in west wall of Forster Canyon, a half mile southwest of river mile 123.4.",12/3/1972,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,14.50668N","112,31.84608W"
CB02.jpg,"breccia pipes and collapse structures, Central Grand Canyon",View west from about 2 miles north of Gunsight Point toward Kanab North breccia pipe in west wall of Kanab Canyon.,3/25/1982,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,41.32878N","112,38.3997W"
CB03.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view northwest toward Kanab North breccia pipe, west wall of Kanab Canyon.",3/16/1982,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,41.32878N","112,38.3997W"
CB04.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view west toward drilling of Kanab North breccia pipe, west wall of Kanab Canyon.",3/16/1982,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,41.32878N","112,38.3997W"
CB05.jpg,"breccia pipes and collapse structures, Central Grand Canyon",Aerial view north toward breccia pipe in northern arm of Hundred and Fifty Mile Canyon.,1/27/1971,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,22.6803N","112,41.7852W"
CB06.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view northwest toward Hundred and Fifty Mile Canyon breccia pipe, west side of Hundred and Fifty Mile Canyon, a half mile north of river mile 150.8.",4/18/1980,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,21.5592N","112,41.98758W"
CB07.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north toward Hundred and Fifty Mile Canyon breccia pipe, west wall of Hundred and Fifty Mile Canyon, a half mile north of river mile 150.8.",1/27/1971,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,21.5592N","112,41.98758W"
CB08.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view northwest toward a breccia pipe in unnamed canyon, north of river mile 156.0.",12/1/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,20.08662N","112,45.76794W"
CB09.jpg,"breccia pipes and collapse structures, Central Grand Canyon",View west toward Havasu-Beaver Canyon breccia pipe on Redwall Limestone point between the two canyons.,10/10/1983,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.87116N","112,43.88334W"
CB10.jpg,"breccia pipes and collapse structures, Central Grand Canyon","View east toward Carbonate Breccia Pipe in north wall of Carbonate Canyon from Esplanade Sandstone, west of Navajo Falls.",7/22/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.60576N","112,41.12796W"
CB11.jpg,"breccia pipes and collapse structures, Central Grand Canyon","View east into Carbonate Canyon toward Carbonate Breccia Pipe from Esplanade Sandstone, west of Havasu Falls.",9/12/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.60576N","112,41.12796W"
CB12.jpg,"breccia pipes and collapse structures, Central Grand Canyon","View north toward Carbonate Breccia Pipe and mine, north wall of Carbonate Canyon. ",8/3/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.60576N","112,41.12796W"
CB13.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view northeast toward Carbonate Breccia Pipe, north wall of Carbonate Canyon.",7/19/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.60576N","112,41.12796W"
CB14.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north toward Carbonate Breccia Pipe, north wall of Carbonate Canyon. ",7/19/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.60576N","112,41.12796W"
CB15.jpg,"breccia pipes and collapse structures, Central Grand Canyon","View looking out of mine tunnel at base of Carbonate Breccia Pipe, Carbonate Canyon.",8/3/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.60576N","112,41.12796W"
CB16.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view southeast toward Long Mesa breccia pipe, west side of Long Mesa, 2 miles southwest of Watahomigi Point.",7/19/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,13.45692N","112,43.88298W"
CB17.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view south toward Antelope Point breccia pipe, south wall of Moqui Trail Canyon.",4/18/1980,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,4.05528N","112,34.31796W"
CB18.jpg,"breccia pipes and collapse structures, Central Grand Canyon",Aerial view north toward breccia pipe on north side of river mile 167.6.,5/18/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.59016N","112,53.7381W"
CB19.jpg,"breccia pipes and collapse structures, Central Grand Canyon",Aerial view north toward breccia pipe on north side of river mile 167.6.,5/18/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.59016N","112,53.7381W"
CB20.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view northwest toward breccia pipe in east wall of middle Mohawk Canyon, in Manakacha Formation, just below Esplanade Sandstone.",3/20/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,10.34652N","112,58.34322W"
CB21.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north toward Mohawk Canyon breccia pipe, west rim of Mohawk Canyon.",7/19/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,7.4889N","113,0.42936W"
CB22.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north toward Little Chicken Mine and breccia pipe at top of Redwall Limestone and Red Slide, just west of river mile 175.5.",3/20/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,14.78844N","112,59.84088W"
CB23.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north toward Little Chicken Mine and breccia pipe at top of Redwall Limestone and Red Slide, just west of river mile 175.5.",3/20/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,14.37966N","113,1.79526W"
CB24.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view southeast toward Prospect Point breccia pipe, northwest side of Prospect Point, 2 miles southeast of river mile 182.8. ",3/19/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,9.42324N","113,5.99082W"
CB25.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view east toward Prospect Point breccia pipe, northwest side of Prospect Point.",3/19/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,9.42324N","113,5.99082W"
CB26.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north toward Ridenour Mine and breccia pipe, 2 miles southeast of river mile 190.0.  ",10/22/1987,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,5.9913N","113,10.42914W"
CB27.jpg,"breccia pipes and collapse structures, Central Grand Canyon",View north toward Ridenour Mine and breccia pipe.,10/22/1987,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,5.9913N","113,10.42914W"
CB28.jpg,"breccia pipes and collapse structures, Central Grand Canyon",View northwest toward Ridenour Mine and breccia pipe.,11/23/1972,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,5.9913N","113,10.42914W"
CB29.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view east toward large cave in Redwall Limestone, middle Diamond Creek canyon, approximate location.",7/18/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","35,43.93788N","113,15.98694W"
CB30.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view east toward large cave in Redwall Limestone, middle Diamond Creek canyon, approximate location.",7/18/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","35,43.93788N","113,15.98694W"
CB31.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north into cave in upper Redwall Limestone, north wall of Blue Mountain Canyon, approximate location.",8/8/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","35,41.12154N","113,16.26612W"
CB32.jpg,"breccia pipes and collapse structures, Central Grand Canyon",Aerial view at drilling rig on southeast side of Blue Mountain breccia pipe. ,7/19/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","35,41.80818N","113,11.06298W"
CB33.jpg,"breccia pipes and collapse structures, Central Grand Canyon","Aerial view north at Blue Mountain breccia pipe, 2 miles southeast of Tower of Babylon, east of Diamond Creek canyon. ",7/19/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","35,41.80818N","113,11.06298W"
CB34.jpg,"breccia pipes and collapse structures, Central Grand Canyon","The Blue Mountain breccia pipe in Coconino Sandstone, 2 miles southeast of Tower of Babylon, east of Diamond Creek canyon. ",8/13/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","35,41.80818N","113,11.06298W"
CB35.jpg,"breccia pipes and collapse structures, Central Grand Canyon",Drilling rig at Blue Mountain breccia pipe.,7/19/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","35,41.80818N","113,11.06298W"
CF01.jpg,"fault and folds, Central Grand Canyon",View northwest down toward eastern part of Monument Fold from Redwall Limestone rim of unnamed canyon south of river mile 116.2. ,4/4/1969,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,12.09312N","112,26.0457W"
CF02.jpg,"fault and folds, Central Grand Canyon","View of eastern part of Monument Fold in Tapeats Sandstone, north side of river mile 116.2.",5/13/1975,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,12.09312N","112,26.0457W"
CF03.jpg,"fault and folds, Central Grand Canyon",View north and down to western part of Monument Fold on north side of river mile 116.4 from travertine rim on south side of river. ,4/5/1989,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,12.04038N","112,26.30826W"
CF04.jpg,"fault and folds, Central Grand Canyon","View toward western part of Monument Fold in Tapeats Sandstone, north side of river mile 116.4. ",5/13/1975,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,12.04038N","112,26.30826W"
CF05.jpg,"fault and folds, Central Grand Canyon",View northeast toward western part of Monument Fold from river mile 116.4.,4/23/1971,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,12.04038N","112,26.30826W"
CF06.jpg,"fault and folds, Central Grand Canyon","Aerial view north toward Muav Fault, north rim, upper Crazy Jug Canyon.",12/1/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,25.87074N","112,23.39088W"
CF07.jpg,"fault and folds, Central Grand Canyon","View northwest toward slump folds in Bright Angel Shale and Muav Limestone in western part of Surprise Valley Landslide, north of river mile 136.7.",9/25/1973,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,23.42334N","112,30.10314W"
CF08.jpg,"fault and folds, Central Grand Canyon","Closeup view of slump folds in Bright Angel Shale, west end of Surprise Valley Landslide.",9/25/1973,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,23.42334N","112,30.10314W"
CF09.jpg,"fault and folds, Central Grand Canyon","View southeast and upriver toward fold in Tapeats Sandstone, south side of river mile 137.7.",11/27/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,23.4288N","112,31.33134W"
CF10.jpg,"fault and folds, Central Grand Canyon","View south and upriver toward fold in Tapeats Sandstone, south side of river mile 137.7.",11/27/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,23.4288N","112,31.33134W"
CF11.jpg,"fault and folds, Central Grand Canyon","Kink fold in Muav Limestone-Bright Angel Shale in lower Kanab Canyon, approximate location.",11/26/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,24.12396N","112,37.86762W"
CF12.jpg,"fault and folds, Central Grand Canyon","Reverse fault in Redwall Limestone, south side of Jumpup Canyon, approximate location.",11/25/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,28.91784N","112,37.28838W"
CF13.jpg,"fault and folds, Central Grand Canyon","View south toward eastern fold of Matkatamiba Syncline, south side of river mile 148.2, approximate location. ",6/21/1984,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,20.70948N","112,40.18668W"
CF14.jpg,"fault and folds, Central Grand Canyon","View east toward eastern fold of Matkatamiba Syncline, south side of river mile 148.2, approximate location.",7/8/1971,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,20.70948N","112,40.18668W"
CF15.jpg,"fault and folds, Central Grand Canyon","Aerial view northwest down Matkatamiba Syncline, Matkatamiba Canyon.",4/18/1980,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,19.65354N","112,39.48282W"
CF16.jpg,"fault and folds, Central Grand Canyon","View northwest toward fault in upper Hundred and Fifty Mile Canyon from beginning of trail down into Hundred and Fifty Mile Canyon, north rim.",3/25/1972,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,22.7196N","112,47.05314W"
CF17.jpg,"fault and folds, Central Grand Canyon",View north toward Mohawk-Stairway Fault in Redwall Limestone in Stairway Canyon. ,1/2/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.6207N","112,57.35712W"
CF18.jpg,"fault and folds, Central Grand Canyon","View south down Stairway Canyon to Mohawk Canyon along Mohawk-Stairway Fault, left side down about 100 feet. A fault-controlled eroded canyon.",1/2/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,15.6207N","112,57.35712W"
CF19.jpg,"fault and folds, Central Grand Canyon",Aerial view northeast toward faulted alluvium along Toroweap Fault in lower Prospect Canyon. ,3/19/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,8.96184N","113,4.4052W"
CF20.jpg,"fault and folds, Central Grand Canyon",Aerial view north along Toroweap Fault in lower Prospect Canyon toward Vulcans Throne in Toroweap Valley.,3/19/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,8.96184N","113,4.4052W"
CF21.jpg,"fault and folds, Central Grand Canyon","Aerial view north toward basalt cascades over Esplanade Sandstone down graben faults, north side of river mile 185.8.",11/21/1976,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,10.7322N","113,10.42746W"
CF22.jpg,"fault and folds, Central Grand Canyon",View north toward two parts of Hurricane Fault in new Whitmore Canyon.,3/11/1991,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,8.586N","113,12.60534W"
CF23.jpg,"fault and folds, Central Grand Canyon",Aerial view north toward split Hurricane Fault in lower Whitmore Canyon. Marker is on Redwall Limestone between faults.,3/16/1982,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,9.7887N","113,12.5763W"
CF24.jpg,"fault and folds, Central Grand Canyon",View northeast from Whitmore Point toward Mount Emma basalt cascades into Whitmore Canyon. Marker is on faulted basalt along Hurricane Fault in Whitmore Canyon.,3/9/1997,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,12.94044N","113,13.47354W"
CF25.jpg,"fault and folds, Central Grand Canyon","Aerial view north down 193 Mile canyon toward Hurricane Fault and associated graben. Marker is on Hurricane Fault, associated graben is left of marker.",4/1/1975,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,2.30274N","113,13.57548W"
CF26.jpg,"fault and folds, Central Grand Canyon",Aerial view north toward Hurricane Fault in 192 Mile and 193 Mile canyons; saddle is between 193 Mile and 192 Mile Canyons.,11/18/1972,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,4.26858N","113,13.1604W"
CH01.jpg,"sinkholes, Central Grand Canyon","Aerial view south toward Keyhole Natural Bridge sinkhole in unnamed canyon west of Hundred and Forty Mile Canyon, about 1 mile south of river mile 141.6.",1/27/1971,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,22.824N","112,34.85292W"
CH02.jpg,"sinkholes, Central Grand Canyon","Aerial view west toward Keyhole Natural Bridge below sinkhole in unnamed canyon west of Hundred and Forty Mile Canyon, about 1 mile south of river mile 141.6.",3/20/1971,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,22.824N","112,34.85292W"
CH03.jpg,"sinkholes, Central Grand Canyon","Aerial view of sinkhole in Kaibab Formation, west side of upper Mohawk Canyon.",7/24/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,0.52284N","113,2.86182W"
CH04.jpg,"sinkholes, Central Grand Canyon","View south at Paiute cave sinkhole in basalt flow, 1 mile southeast of Hat Knoll. ",4/4/1994,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,34.2264N","113,2.65224W"
CH05.jpg,"sinkholes, Central Grand Canyon",Indian paintings on basalt wall in Paiute cave sinkhole.,5/4/1994,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,34.2264N","113,2.65224W"
CH06.jpg,"sinkholes, Central Grand Canyon",Indian paintings on basalt wall in Paiute cave sinkhole.,5/4/1994,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,34.2264N","113,2.65224W"
CI01.jpg,"igneous rocks, Central Grand Canyon","View northwest from Watahomigi Point toward Yumtheska Vent East on northwest side of Beaver Canyon, east side of Yumtheska Point. ",9/12/1970,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.13994N","112,45.07722W"
CI02.jpg,"igneous rocks, Central Grand Canyon","View north toward Yumtheska Vent East, north side of Beaver Canyon, east side of Yumtheska Point. ",7/10/1996,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.13994N","112,45.07722W"
CI03.jpg,"igneous rocks, Central Grand Canyon","View south toward Yumtheska Vent East, north side of Beaver Canyon, east side of Yumtheska Point.",4/1/1982,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.13994N","112,45.07722W"
CI04.jpg,"igneous rocks, Central Grand Canyon","Aerial view east toward Yumtheska Vent West, 1.5 miles southeast of river mile 159.7, west side of Yumtheska Point. ",4/1/1982,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.49496N","112,46.0914W"
CI05.jpg,"igneous rocks, Central Grand Canyon","Aerial view southeast toward Yumtheska Vent West, west side of Yumtheska Point. ",4/1/1982,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.49496N","112,46.0914W"
CI06.jpg,"igneous rocks, Central Grand Canyon","Aerial view east toward Yumtheska Vent West, west side of Yumtheska Point, K-Ar age 0.780±0.0.15 Ka (Wenrich and others, 1995). ",3/15/1983,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.49496N","112,46.0914W"
CI07.jpg,"igneous rocks, Central Grand Canyon","Aerial view toward south side of Yumtheska Vent West sample site, K-Ar age 780.0±0.15 Ka (Wenrich and others, 1995).",7/17/1986,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,16.49496N","112,46.0914W"
CI08.jpg,"igneous rocks, Central Grand Canyon","Aerial view south toward 159 Mile Vent in Manakacha Formation, south of and above river mile 159.7. ",3/20/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,17.03928N","112,47.14002W"
CI09.jpg,"igneous rocks, Central Grand Canyon","View up toward 159 Mile Vent, south of and above river mile 159.7.",7/18/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,17.03928N","112,47.14002W"
CI10.jpg,"igneous rocks, Central Grand Canyon","View east toward pyroclastic material of 159 Mile Vent, south of and above river mile 159.7.",7/18/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,17.03928N","112,47.14002W"
CI11.jpg,"igneous rocks, Central Grand Canyon","View of south side of 159 Mile Vent, south of and above river mile 159.7. ",7/18/1985,Central Grand Canyon,Arizona,USA,public domain,George Billingsley,public domain,"George Billingsley, U.S. Geological Survey","36,17.03928N","112,47.14002W"
