File Name,Geology (tag),Region (tag),Place (tags),Theme (tag),Title (SB item name),Summary,Publication date,Acquisition Date,Rights,Origin,Point of contact,Metadata contact,Publisher,Distributor,Onlink,NorthBC,SouthBC,WestBC,EastBC
ES11.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,Aerial view south toward Navajo Bridge and Colorado River gravels on Kaibab Formation,"Aerial view south toward Navajo Bridge and Colorado River gravels on Kaibab Formation, west side of river mile 03.0.",2017,1977-08-01,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.83600247,36.83600247,-111.6205292,-111.6205292
ES12.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View of Lees Backbone,"View of Lees Backbone, cliff of Shinarump Conglomerate Member of Chinle Formation above red slope of Moenkopi Formation, east side of river mile 0.5.",2017,1976-07-30,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.85926266,36.85926266,-111.5954054,-111.5954054
ES13.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View downriver toward Permian-Triassic contact (red Moenkopi Formation over white Kaibab Formation),"View downriver toward Permian-Triassic contact (red Moenkopi Formation over white Kaibab Formation), east side of river mile 0.9, beginning of Marble Canyon.",2017,1971-04-19,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.85757698,36.85757698,-111.6006743,-111.6006743
ES14.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View downriver toward Kaibab and Toroweap Formations,View downriver toward Kaibab and Toroweap Formations on west side of river mile 1.9.,2017,1986-05-19,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.84940021,36.84940021,-111.6167478,-111.6167478
ES15.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View north and upriver toward Kaibab and Toroweap Formations,View north and upriver toward Kaibab and Toroweap Formations on west side of river mile 3.7.,2017,1986-05-19,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.82750679,36.82750679,-111.6269881,-111.6269881
ES16.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View west toward Triassic and Jurassic rocks of Vermilion Cliffs from Lees Ferry road,"View west toward Triassic and Jurassic rocks of Vermilion Cliffs from Lees Ferry road, west of Marble Canyon.",2017,1968-09-02,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.83385512,36.83385512,-111.6416329,-111.6416329
ES17.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,Aerial view north toward Marble Canyon,"Aerial view north toward Marble Canyon, Arizona and US Route 89A over Navajo Bridge, river mile 4.5. Red Moenkopi Formation overlies white Kaibab Formation.",2017,1970-12-17,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.81757888,36.81757888,-111.6363861,-111.6363861
ES18.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,Aerial view northeast toward Marble Canyon airport on Kaibab Formation surface,"Aerial view northeast toward Marble Canyon airport on Kaibab Formation surface, west of river mile 04.8.",2017,1977-08-01,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.81432943,36.81432943,-111.6404995,-111.6404995
ES19.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View south and downriver toward Coconino Sandstone/Toroweap Formation contact,View south and downriver toward Coconino Sandstone/Toroweap Formation contact on west side of river mile 4.7.,2017,1968-09-02,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.81522635,36.81522635,-111.6329511,-111.6329511
ES20.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View toward Coconino Sandstone (white) contact with Hermit Formation,View toward Coconino Sandstone (white) contact with Hermit Formation (red) on east side of river mile 5.0.,2017,1968-09-02,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.80946051,36.80946051,-111.6342299,-111.6342299
ES21.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View north and upriver toward river mile 7.3 from east rim of Marble Canyon,"View north and upriver toward river mile 7.3 from east rim of Marble Canyon, just north of Badger Creek Rapids.",2017,1983-07-09,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.77517726,36.77517726,-111.6513182,-111.6513182
ES22.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,Aerial view west toward Vermilion Cliffs Lodge and Triassic and Jurassic rocks of Vermilion Cliffs,"Aerial view west toward Vermilion Cliffs Lodge and Triassic and Jurassic rocks of Vermilion Cliffs, Paria Plateau, about 2,000 feet of sedimentary rocks.",2017,1970-12-17,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.79033495,36.79033495,-111.6859268,-111.6859268
ES23.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View upriver toward north wall of Jackass Canyon from Badger Creek Rapids,"View upriver toward north wall of Jackass Canyon from Badger Creek Rapids, river mile 8.0.",2017,1983-04-23,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.77410131,36.77410131,-111.6533854,-111.6533854
ES24.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View downriver toward east side of Marble Canyon,"View downriver toward east side of Marble Canyon, red Hermit Formation slope, river mile 9.4.",2017,1986-05-19,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.75561937,36.75561937,-111.6656849,-111.6656849
ES25.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View of Coconino Sandstone,"View of Coconino Sandstone, about 30-feet thick. South fork of Soap Creek canyon.",2017,1971-11-24,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.72969559,36.72969559,-111.7396009,-111.7396009
ES26.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View upriver toward east bank of Soap Creek Rapids,"View upriver toward east bank of Soap Creek Rapids, river mile 11.6. Red Hermit Formation slope overlying Esplanade Sandstone at river level.",2017,1968-09-02,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.73648521,36.73648521,-111.6938246,-111.6938246
ES27.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View northwest and down to Soap Creek Rapids and delta from east rim of Marble Canyon,"View northwest and down to Soap Creek Rapids and delta from east rim of Marble Canyon, river mile.",2017,2009-04-27,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.73648521,36.73648521,-111.6938246,-111.6938246
ES28.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,Top of Esplanade Sandstone,Top of Esplanade Sandstone on east bank of river mile 12.0.,2017,1968-09-02,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.72959985,36.72959985,-111.6943339,-111.6943339
ES29.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View north and upriver from west side of Marble Canyon toward Esplanade Sandstone level,"View north and upriver from west side of Marble Canyon toward Esplanade Sandstone level, river mile 13.9.",2017,1971-11-25,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.70877805,36.70877805,-111.7094579,-111.7094579
ES30.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View upriver toward Esplanade Sandstone cliffs from north side of Tanner Wash,"View upriver toward Esplanade Sandstone cliffs from north side of Tanner Wash, Marble Canyon, river mile 14.5.",2017,1973-02-03,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.69977862,36.69977862,-111.7112688,-111.7112688
ES31.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,Cave in Woods Ranch Member of Toroweap Formation,"Cave in Woods Ranch Member of Toroweap Formation, south wall of Tanner Wash canyon, east of river mile 14.7.",2017,1973-02-03,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.69155969,36.69155969,-111.7086582,-111.7086582
ES32.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View north toward Brady Canyon Member and Seligman Member of Toroweap Formation,"View north toward Brady Canyon Member and Seligman Member of Toroweap Formation, west wall of Tanner Wash canyon.",2017,1973-02-03,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.67759012,36.67759012,-111.6890506,-111.6890506
ES33.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View north into upper Tanner Wash canyon toward Permian rocks and Cenozoic rockfalls,View north into upper Tanner Wash canyon toward Permian rocks and Cenozoic rockfalls.,2017,1973-02-03,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.67394292,36.67394292,-111.6875171,-111.6875171
ES34.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View northwest from US Route 89 toward snow-covered Tanner Wash,"View northwest from US Route 89 toward snow-covered Tanner Wash, Marble Canyon, Vermilion Cliffs, and south edge of Paria Plateau.",2017,1971-12-12,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.6613748,36.6613748,-111.6332732,-111.6332732
ES35.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View upriver toward Esplanade Sandstone cliff and north wall of Tanner Wash canyon,"View upriver toward Esplanade Sandstone cliff and north wall of Tanner Wash canyon, river mile 15.0.",2017,1986-05-19,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.69460609,36.69460609,-111.7162082,-111.7162082
ES36.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View east toward unconformity between overlying Esplanade Sandstone and underlying Wescogame Formation,"View east toward unconformity between overlying Esplanade Sandstone and underlying Wescogame Formation, east wall of river mile 16.7.",2017,1986-05-19,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.67599202,36.67599202,-111.7397218,-111.7397218
ES37.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View downriver toward Esplanade Sandstone/Wescogame Formation unconformity,"View downriver toward Esplanade Sandstone/Wescogame Formation unconformity, east wall of river mile 17.3.",2017,1991-07-14,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.67006966,36.67006966,-111.7399702,-111.7399702
ES38.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View of slump folds in Navajo Sandstone that commonly form surface bedrock of Paria Plateau. View near southern edge of Paria Plateau,"View of slump folds in Navajo Sandstone that commonly form surface bedrock of Paria Plateau. View near southern edge of Paria Plateau, Sand Crack trail.",2017,1971-03-14,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.73346988,36.73346988,-111.8852674,-111.8852674
ES39.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View south and downriver toward west wall of Marble Canyon,"View south and downriver toward west wall of Marble Canyon, just upstream of North Canyon, river mile 20.5.",2017,1968-09-03,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.63410002,36.63410002,-111.7620866,-111.7620866
ES40.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View south and downriver toward west wall of Marble Canyon,"View south and downriver toward west wall of Marble Canyon, just upstream of North Canyon, river mile 20.6.",2017,1991-07-15,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.63171058,36.63171058,-111.7630568,-111.7630568
ES41.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View southwest and downriver toward beginning of Redwall Limestone at 23 Mile rapid,"View southwest and downriver toward beginning of Redwall Limestone at 23 Mile rapid, Marble Canyon, river mile 23.2.",2017,1975-06-22,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.59916584,36.59916584,-111.7678293,-111.7678293
ES42.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View southwest and downriver below Cave Springs Rapids,"View southwest and downriver below Cave Springs Rapids, west wall of river mile 25.8.",2017,1973-04-29,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.57438471,36.57438471,-111.8025856,-111.8025856
ES43.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View north and upriver toward Redwall Limestone,"View north and upriver toward Redwall Limestone, west wall of Twentynine Mile Rapids, river mile 29.6.",2017,1975-08-17,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.5308228,36.5308228,-111.8342713,-111.8342713
ES44.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View north along south wall of Shinumo Wash canyon from Shinumo trail,View north along south wall of Shinumo Wash canyon from Shinumo trail.,2017,1980-03-15,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.50403512,36.50403512,-111.8088741,-111.8088741
ES45.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View south toward South Canyon from Shinumo trail on Redwall Limestone rim,"View south toward South Canyon from Shinumo trail on Redwall Limestone rim, east side of river mile 33.0.",2017,1972-02-05,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.51227599,36.51227599,-111.8480594,-111.8480594
ES46.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View east from north side of South Canyon toward east wall of Marble Canyon,"View east from north side of South Canyon toward east wall of Marble Canyon, east of river mile 31.8.",2017,1969-04-22,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.50363974,36.50363974,-111.8626687,-111.8626687
ES47.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View east toward Redwall cavern from Shinumo trail,"View east toward Redwall cavern from Shinumo trail, north of river mile 32.8.",2017,1972-02-05,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.49772772,36.49772772,-111.8447978,-111.8447978
ES48.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View downriver toward west wall of Marble Canyon,"View downriver toward west wall of Marble Canyon, river mile 33.7.",2017,1973-05-13,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.48750877,36.48750877,-111.8425464,-111.8425464
ES49.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View south and downriver toward 36 mile joint system in west wall of Redwall Limestone,"View south and downriver toward 36 mile joint system in west wall of Redwall Limestone, river mile 36.0.",2017,1986-05-20,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.45832782,36.45832782,-111.8368581,-111.8368581
ES50.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View southwest and downriver toward 36 Mile rapid at Thunder Springs and Whitmore Wash Members of Redwall Limestone,"View southwest and downriver toward 36 Mile rapid at Thunder Springs and Whitmore Wash Members of Redwall Limestone, river mile 36.4.",2017,1968-09-04,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.45241602,36.45241602,-111.8367474,-111.8367474
ES51.jpg,sedimentary rocks,Eastern Grand Canyon,"Grand Canyon, Arizona, United States of America",geoscientific information,View southwest and downriver toward west wall of Marble Canyon and beginning of Muav Limestone,"View southwest and downriver toward west wall of Marble Canyon and beginning of Muav Limestone, river mile 36.7.",2017,1975-06-08,"Public domain. Credit: George Billingsley, U.S. Geological Survey",George Billingsley,George Billingsley,Sarah Nagorsen,U.S. Geological Survey data release,U.S. Geological Survey - ScienceBase,DOI URL for data release (tbd),36.44859757,36.44859757,-111.840839,-111.840839
